7896727918963;COD_LST;COD_NBS;ID_ESTOQUE;DESCRICAO;UNI_MEDIDA;PRC_CUSTO;PRC_VENDA;UTL_VENDA;MARGEM_LB;POR_COMISSAO;ULT_FORNEC;NOME;ID_TIPOITEM;TIPO_ITEM;ADICIONAL1;ADICIONAL2;ID_INDEXADOR;INDEXADOR;ID_GRUPO;GRUPO;DESC_CMPL;COD_BARRA;REFERENCIA;PRC_MEDIO;QTD_ATUAL;QTD_MINIM;QTD_INICIO;ULT_COMPRA;PESO;IPI;CF;CST;CST_IPI;CST_PIS;CST_COFINS;PIS;COFINS;IAT;IPPT;COD_NCM;CSOSN;MVA;ID_NIVEL1;NIVEL1;ID_NIVEL2;NIVEL2;TAXA_ICMS;GRADE_SERIE;ISS_ALIQ;ANP;FCI;PRC_ATACADO;CFOP_NF;CFOP_CF;COD_CEST;CENQ;OBSERVACAO
4526;;;4526;PALETA DE SOMBRAS PAYOT ITS BROWN;PC;40,3;79,9;16/09/2023;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896609545218;106588;40,3;0;0;0;15/10/2021;0;0;;41;53;6;6;0;0;A;T;33042010;102;0;;;;;;N;;;;;5102;5102;2001000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 9136/1
4572;;;4572;HENNA BELTRAT CASTANHO ESCURO;UN;12,9;25,9;21/10/2021;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444727262;26875;12,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;P;12119090;102;0;;;;;;N;;;;;5102;5102;2000100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4527;;;4527;PALETA DE SOMBRAS PAYOT ROSES FOR US;PC;40,3;79,9;07/12/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896609545225;106589;40,3;5;0;0;15/10/2021;0;0;;41;53;6;6;0;0;A;T;33042010;102;0;;;;;;N;;;;;5102;5102;2001000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 9136/1
4528;;;4528;PALETA DE SOMBRAS PAYOT BEM BASIQUINHA;PC;40,3;79,9;13/07/2022;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896609542941;105265;40,3;4;0;0;15/10/2021;0;0;;41;53;6;6;0;0;A;T;33042010;102;0;;;;;;N;;;;;5102;5102;2001000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 9136/1
4529;;;4529;AGUA DESTILADA REPOS 5L;UN;5,09;21,9;23/02/2022;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7898911689390;106164;5,12;0;0;0;27/10/2021;0;;;41;53;99;99;;;A;T;28539090;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1522/1
4530;;;4530;SABONETE PREMISSE ALCACUZ E MANGA 1L;UN;9,08;0,01;;;;10;DISTRIBUIDORA OK LTDA;7;Material de Uso e Consumo;;;;;;;;7898912018380;106386;9,08;2;1;0;15/10/2021;0;0;;41;53;99;99;;;A;T;34013000;102;0;;;;;;N;;;;;5102;5102;2003700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 26381/1
4531;;;4531;CORTADOR DE UNHAS MERHEJE UNHEX LATERAL;UN;8,8267;14,99;30/09/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075711810;ME711810;8,37;0;0;0;22/03/2022;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4532;;;4532;PINCA MERHEJE PONTA RETA;UN;6,99;14,9;29/11/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896075711018;ME711018;6,99;2;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 334449/1
4533;;;4533;PINCA MERHEJE PONTA DIAGONAL;UN;8,29;14,9;10/02/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896075711001;ME711001;8,29;2;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 334449/1
4534;;;4534;ALICATE DE CUTICULA MERHEJE INOX 225;UN;15,83;27,99;14/12/2023;;;12;NILO TOZZO & CIA LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7896075702252;ME702252;17,51;2;0;0;19/04/2022;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4423;;;4423;SHAMPOO AMEND REALCE DA COR PRETO 250ML;UN;17,28;42,5;17/03/2022;;;46;GOLDEN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7896852618738;1234-1;17,28;0;0;0;28/09/2021;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 3653/1
4424;;;4424;COND AMEND BLACK ILLUMINATED 250ml;UN;17,765;36,99;17/03/2022;;;46;GOLDEN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7896852618745;1235-1;17,77;0;0;0;28/09/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 3653/1
4425;;;4425;SHAMPOO AMEND REDENSIFICADOR 250ml;UN;22,04;41,99;17/03/2022;;;46;GOLDEN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7896852619346;1262-1;22,04;1;0;0;28/09/2021;0;0;;41;53;6;6;0;0;A;T;33051000;102;0;;;;;;N;;;;;5102;5102;2001700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 3653/1
4426;;;4426;COND AMEND REDENSIFICADOR 250ml;UN;19,97;41,99;17/03/2022;;;46;GOLDEN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7896852619353;1263-1;19,97;1;0;0;28/09/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 3653/1
4427;;;4427;MASCARA AMEND REDENSIFICADOR 300g;UN;24,1;44,99;17/03/2022;;;46;GOLDEN COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7896852619360;1264-1;24,1;1;0;0;28/09/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2002000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 3653/1
4535;;;4535;ALICATE MERHEJE DESENCRAVADOR;UN;23,99;40,9;13/08/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075711940;ME711940;23,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4573;;;4573;HENNA BELTRAT CASTANHO CLARO;UN;12,9;25,9;16/04/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444727248;26874;12,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;T;12119090;102;0;;;;;;N;;;;;5102;5102;2000100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4517;;;4517;SPRAY NEW HAIR RECONSTRUCAO 200ML;UN;16,21;27,9;;;;18;EASY COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898466601885;1093;16,21;2;0;0;14/10/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2801300;999;
4536;;;4536;CORTADOR DE UNHAS MERHEJE UNHEX PES;UN;12;17,99;13/01/2023;;;12;NILO TOZZO & CIA LTDA;0;Mercadoria para revenda;;;;;;;;7896075709022;ME701033;9,47;0;0;0;19/04/2022;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4518;;;4518;SERUM BELKIT ROSA MOSQUETA 60 ML;UN;9,89;21,9;16/06/2023;;;18;EASY COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;62;CABELO;;7898466602554;991;9,89;0;0;0;14/10/2021;0;0;;41;53;6;6;0;0;A;T;33059000;102;0;;;;;;N;;;;;5102;5102;2801300;999;
4574;;;4574;GEL KAPIE NUDE GLAM 25 G;UN;29,9;54,9;19/01/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444720843;27089;29,9;0;0;0;15/12/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4519;;;4519;OLEO BELKIT ROSA MOSQUETA 120 ML;UN;10,34;21,9;23/02/2022;;;18;EASY COMERCIO DE COSMETICOS LTDA;0;Mercadoria para revenda;;;;;;;;7898466602547;993;10,34;0;0;0;14/10/2021;0;0;;41;53;6;6;0;0;A;P;33059000;102;0;;;;;;N;;;;;5102;5102;2801300;999;
4537;;;4537;PINCA MERHEJE BASIC ESTAMPADA;UN;0,8575;2,5;23/08/2023;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7896075712442;ME712442;0,86;2;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 334449/1
4575;;;4575;GEL KAPIE NUDE BLESS 25 G;UN;29,9;54,9;19/01/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444720836;27090;31,15;0;0;0;15/12/2021;0;0;;41;53;6;6;0;0;A;P;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4576;;;4576;GEL KAPIE PINK GLAM 25 G;UN;29,9;54,9;23/12/2021;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;64;UNHA;;7898444720829;27091;32,4;5;0;0;15/12/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4538;;;4538;PINCA MERHEJE BASIC INOX;UN;0,7492;2;02/03/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075701040;ME701040;0,75;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 334449/1
4577;;;4577;GEL KAPIE PINK BLESS 25G;UN;34,9;54,9;;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444720812;27092;34,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;P;33043000;102;0;;;;;;N;;;;;5102;5102;2800600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4539;;;4539;CORTADOR DE UNHAS MERHEJE UNHEX;UN;3,6017;8;20/05/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075709169;ME709169;3,45;0;0;0;22/03/2022;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4578;;;4578;GEL KAPIE RENDA 25G;UN;34,9;54,9;07/03/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444720805;27093;34,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;P;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4579;;;4579;GEL KAPIE CLEAR 25 G;UN;29,9;54,9;09/12/2023;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;64;UNHA;;7898444720799;27094;32,4;4;0;0;15/12/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4580;;;4580;PREP KAPIE 120ML;UN;16,9;28,9;31/05/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444722106;27095;16,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4581;;;4581;PRIMER ADESIVADOR KAPIE 10ML;UN;22,9;29,9;15/02/2022;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444722083;27096;22,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4540;;;4540;CORTADOR DE UNHAS PES UNHEX MERHEJE;UN;6,99;15,99;24/03/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;;ME709022;6,99;0;1;0;14/10/2021;0;0;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4582;;;4582;PRIMER ACIDO KAPIE 10ML;UN;20,9;29,9;21/12/2021;;;50;ROGERIO PEREIRA 2;0;Mercadoria para revenda;;;;;;;;7898444722076;27097;20,9;0;0;0;19/10/2021;0;0;;41;53;6;6;0;0;A;T;33043000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 223/1
4541;;;4541;TESOURA MERHEJE BASIC PONTA CURVA;UN;10,99;18,9;01/06/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075757382;ME757382;10,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82130000;102;0;;;;;;N;;;;;5102;5102;801800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 146385/0
4542;;;4542;TESOURA MERHEJE PONTA RETA ANATOMICA;UN;15,825;26,99;29/11/2022;;;12;NILO TOZZO & CIA LTDA;0;Mercadoria para revenda;;;;;;;;7896075757375;ME709077;12,11;0;0;0;19/04/2022;0;;;41;53;99;99;;;A;P;82130000;102;0;;;;;;N;;;;0;5102;5102;801800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 146385/0
4543;;;4543;TESOURA UNHEX MERHEJE ARREDONDADA;UN;10,99;18,99;14/11/2023;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7896075711803;ME711803;10,34;5;0;0;22/03/2022;0;;;41;53;99;99;;;A;T;82130000;102;0;;;;;;N;;;;0;5102;5102;801800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 146385/0
4544;;;4544;ALICATE MERHEJE TOUCH LARANJA;UN;9,99;17,9;19/01/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075710097;ME710097;9,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4545;;;4545;ALICATE MERHEJE TOUCH AMARELO COM CORTADOR;UN;12,99;22,9;17/03/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075757603;ME757603;12,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4546;;;4546;ALICAT MERHEJE TOUCH VERDE COM CORTADOR;UN;12,99;22,9;08/10/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075757627;ME757627;12,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4547;;;4547;ALICATE MERHEJE TOUCH VERDE;UN;9,99;17,9;18/02/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7896075710103;ME710103;9,99;2;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4548;;;4548;ALICATE MERHEJE TOUCH AMARELO;UN;9,99;17,9;04/11/2021;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075710073;ME710073;9,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4549;;;4549;ALICATE DE UNHAS MERHEJE PROF CLUB;UN;34,105;57,99;16/02/2023;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;7896075707240;ME707240;30,4;2;0;0;22/03/2022;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;0;5102;5102;2005500;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349632/1
4550;;;4550;PINCA MERHEJE PONTA FINA;UN;6,99;14,9;01/02/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075711797;ME711797;6,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;T;82032090;102;0;;;;;;N;;;;;5102;5102;2005300;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 334449/1
4551;;;4551;TESOURA MERHEJE BASIC PONTA RETA ESTERILIZAVEL;UN;10,99;18,9;29/01/2022;;;66;JOHNMAR COMERCIO E REPRESENTACOES LTDA;0;Mercadoria para revenda;;;;;;;;7896075709077;ME757375;10,99;0;0;0;14/10/2021;0;;;41;53;99;99;;;A;P;82130000;102;0;;;;;;N;;;;;5102;5102;801800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 146385/0
4552;;;4552;ELASTICO ZALIKE PEQUENO PRETO 1G;UN;1;2,5;10/12/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7899536100949;105124;1;0;0;0;15/10/2021;0;;;41;53;99;99;;;A;P;96151100;102;0;;;;;;N;;;;;5102;5102;2006100;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 1829/1
4553;;;4553;ESPONJA BELLIZ PANCAKE;UN;3,71;6,9;06/06/2023;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;63;PELE;;7897517905569;95672;3,71;2;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;96162000;102;0;;;;;;N;;;;;5102;5102;2803000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 598799/1
4554;;;4554;ESPONJA BELLIZ MAKE UP;UN;4,5;7,9;13/01/2022;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7897517905507;106054;4,5;0;0;0;15/10/2021;0;;;41;53;99;99;;;A;P;96162000;102;0;;;;;;N;;;;;5102;5102;2803000;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 598799/1
4555;;;4555;CILIOS BELLIZ 3D CURTO;UN;10,19;19,9;20/11/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7897517926434;106430;10,19;0;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;67041900;102;0;;;;;;N;;;;;5102;5102;2805700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349023/1
4556;;;4556;CILIOS BELLIZ 3D MEDIO;UN;10,19;19,9;29/10/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7897517926489;106433;10,19;0;0;0;15/10/2021;0;;;41;53;99;99;;;A;P;67041900;102;0;;;;;;N;;;;;5102;5102;2805700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349023/1
4557;;;4557;CILIOS BELLIZ 3D SUPERLONGO;UN;10,19;19,9;11/12/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7897517926441;106431;10,19;0;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;67041900;102;0;;;;;;N;;;;;5102;5102;2805700;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 349023/1
4558;;;4558;SABONETE PREMISSE TAN E CH VERDE 1L;UN;9,08;0,01;;;;10;DISTRIBUIDORA OK LTDA;7;Material de Uso e Consumo;;;;;;;;7898912019301;106387;9,08;2;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;34012010;102;0;;;;;;N;;;;;5102;5102;2003600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4559;;;4559;SABONETE DAVENE LA FRUTA MACA 180G;UN;3,96;0,01;;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7898489512878;105962;3,96;2;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;34011190;102;0;;;;;;N;;;;;5102;5102;2003400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4560;;;4560;DESODORANTE GIOVANNA BABY VANILLA 150ml;UN;7,46;16,9;29/11/2021;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7896044995739;105383;7,46;0;0;0;15/10/2021;0;0;;41;53;6;6;0;0;A;T;33072010;102;0;;;;;;N;;;;;5102;5102;2002800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4561;;;4561;SABONETE DAVENE LA FLORE ERVA DOCE 180G;UN;3,96;0,01;;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7898489510270;101306;3,96;2;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;34011190;102;0;;;;;;N;;;;;5102;5102;2003400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4562;;;4562;SABONETE DAVENE LA FLORE MARACUJA 180G;UN;3,96;0,01;;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;7898085944905;95893;3,96;4;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;34011190;102;0;;;;;;N;;;;;5102;5102;2003400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4563;;;4563;EXP.PAYOT ALE DE SOUZA PALETAS;UN;47,82;0,01;;;;10;DISTRIBUIDORA OK LTDA;7;Material de Uso e Consumo;;;;;;;;7896609545485;106769;47,82;1;0;0;15/10/2021;0;;;41;53;99;99;;;A;T;94036000;102;0;;;;;;N;;;;;5102;5102;;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4564;;;4564;SABONETE DAVENE LA FRUTA MORANGO 180G;UN;3,96;0,01;;;;10;DISTRIBUIDORA OK LTDA;0;Mercadoria para revenda;;;;;;;;;20478;3,96;2;0;0;15/10/2021;0;0;;41;53;99;99;;;A;T;34011190;102;0;;;;;;N;;;;;5102;5102;2003400;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 625401/1
4565;;;4565;MINI LIXA PARA MANDRIL HELEN COLOR 50 UN;PC;0,58;18,9;30/11/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;6986546543574;4,78;13;0;0;13/09/2022;0;;;41;53;99;99;;;A;T;82142000;102;0;;;;;;N;;;;0;5102;5102;2802600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 12/1
4566;;;4566;ESPATULA ESPACADOR PARA FIBRA HELEN COLOR;UN;2,5;16,9;16/02/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;;;7908216;;2546;2,5;0;0;0;09/10/2021;0;;;41;53;99;99;;;A;P;82142000;102;0;;;;;;N;;;;;5102;5102;2802600;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 12/1
4567;;;4567;MOLDE F1 HELEN COLOR;UN;3,6;29,9;18/02/2023;;;88;LOJA DA VIVI LTDA;0;Mercadoria para revenda;;;;;64;UNHA;;;7843464595674;3,73;7;0;0;22/10/2022;0;;;41;53;99;99;;;A;T;39269090;102;0;;;;;;N;;;;0;5102;5102;2803800;999;Cadastro inclu�do automaticamente, atrav�s de arquivo XML (NFe). Nota fiscal/S�rie: 12/1
